"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/09/2022","AQS","060010007","1","3.7","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/10/2022","AQS","060010007","1","18","ppb","17","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/11/2022","AQS","060010007","1","27","ppb","25","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/12/2022","AQS","060010007","1","3.3","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/13/2022","AQS","060010007","1","17.4","ppb","16","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/14/2022","AQS","060010007","1","15.4","ppb","14","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/15/2022","AQS","060010007","1","12","ppb","11","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/16/2022","AQS","060010007","1","4.3","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/17/2022","AQS","060010007","1","13.8","ppb","12","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/18/2022","AQS","060010007","1","19.3","ppb","18","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/19/2022","AQS","060010007","1","20.4","ppb","19","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/20/2022","AQS","060010007","1","19.7","ppb","18","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/21/2022","AQS","060010007","1","21.1","ppb","20","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/22/2022","AQS","060010007","1","12.8","ppb","11","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/23/2022","AQS","060010007","1","15.4","ppb","14","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/24/2022","AQS","060010007","1","24.5","ppb","23","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/25/2022","AQS","060010007","1","28.2","ppb","26","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/26/2022","AQS","060010007","1","7.3","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/27/2022","AQS","060010007","1","3.5","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/28/2022","AQS","060010007","1","1.4","ppb","1","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/29/2022","AQS","060010007","1","2.7","ppb","2","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/30/2022","AQS","060010007","1","4.9","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"05/31/2022","AQS","060010007","1","15.7","ppb","14","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/01/2022","AQS","060010007","1","22","ppb","21","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/02/2022","AQS","060010007","1","8.9","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/03/2022","AQS","060010007","1","3","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/04/2022","AQS","060010007","1","4.7","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/05/2022","AQS","060010007","1","3.4","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/06/2022","AQS","060010007","1","7.3","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/07/2022","AQS","060010007","1","10.1","ppb","9","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/08/2022","AQS","060010007","1","6.4","ppb","6","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/09/2022","AQS","060010007","1","15.1","ppb","14","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/10/2022","AQS","060010007","1","14.1","ppb","13","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/11/2022","AQS","060010007","1","9.2","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/12/2022","AQS","060010007","1","2.5","ppb","2","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/13/2022","AQS","060010007","1","14.4","ppb","13","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/14/2022","AQS","060010007","1","21.7","ppb","20","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/15/2022","AQS","060010007","1","23.3","ppb","22","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/16/2022","AQS","060010007","1","8.9","ppb","8","Livermore","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/17/2022","AQS","060010007","1","3.2","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/18/2022","AQS","060010007","1","2.8","ppb","2","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/19/2022","AQS","060010007","1","5.5","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/20/2022","AQS","060010007","1","15.3","ppb","14","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/21/2022","AQS","060010007","1","23.7","ppb","22","Livermore","19","79.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/22/2022","AQS","060010007","1","29.7","ppb","27","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/23/2022","AQS","060010007","1","25.4","ppb","24","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/24/2022","AQS","060010007","1","11.8","ppb","10","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/25/2022","AQS","060010007","1","12.2","ppb","11","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/26/2022","AQS","060010007","1","8.1","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/27/2022","AQS","060010007","1","9.8","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/28/2022","AQS","060010007","1","8.6","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/29/2022","AQS","060010007","1","5.7","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"06/30/2022","AQS","060010007","1","3.8","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/01/2022","AQS","060010007","1","4.1","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/02/2022","AQS","060010007","1","1.4","ppb","1","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/03/2022","AQS","060010007","1","1.4","ppb","1","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/04/2022","AQS","060010007","1","3.3","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/05/2022","AQS","060010007","1","6.3","ppb","6","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/06/2022","AQS","060010007","1","1.6","ppb","1","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/07/2022","AQS","060010007","1","3.9","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/08/2022","AQS","060010007","1","8.3","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/09/2022","AQS","060010007","1","2.8","ppb","2","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/10/2022","AQS","060010007","1","9.5","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/11/2022","AQS","060010007","1","20.4","ppb","19","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/12/2022","AQS","060010007","1","9.1","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/13/2022","AQS","060010007","1","7.1","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/14/2022","AQS","060010007","1","8.9","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/15/2022","AQS","060010007","1","7.1","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/16/2022","AQS","060010007","1","9","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/17/2022","AQS","060010007","1","6.3","ppb","6","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/18/2022","AQS","060010007","1","8.9","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/19/2022","AQS","060010007","1","11.2","ppb","10","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/20/2022","AQS","060010007","1","7.4","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/21/2022","AQS","060010007","1","8.9","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/23/2022","AQS","060010007","1","5.6","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/24/2022","AQS","060010007","1","7.3","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/25/2022","AQS","060010007","1","7.1","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/26/2022","AQS","060010007","1","6.7","ppb","6","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/27/2022","AQS","060010007","1","7.5","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/28/2022","AQS","060010007","1","7.9","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/29/2022","AQS","060010007","1","5.3","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/30/2022","AQS","060010007","1","3.4","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"07/31/2022","AQS","060010007","1","5.9","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/01/2022","AQS","060010007","1","16.7","ppb","15","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/02/2022","AQS","060010007","1","21.2","ppb","20","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/03/2022","AQS","060010007","1","10.3","ppb","9","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/04/2022","AQS","060010007","1","12","ppb","11","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/05/2022","AQS","060010007","1","5.8","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/06/2022","AQS","060010007","1","4.2","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/07/2022","AQS","060010007","1","3.8","ppb","3","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/08/2022","AQS","060010007","1","5.9","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/09/2022","AQS","060010007","1","4.2","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/11/2022","AQS","060010007","1","5.3","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/12/2022","AQS","060010007","1","4.4","ppb","4","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/13/2022","AQS","060010007","1","9","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/14/2022","AQS","060010007","1","7.8","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/15/2022","AQS","060010007","1","20.3","ppb","19","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/16/2022","AQS","060010007","1","26.3","ppb","25","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/17/2022","AQS","060010007","1","15.3","ppb","14","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/18/2022","AQS","060010007","1","13.9","ppb","12","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/19/2022","AQS","060010007","1","8.3","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/20/2022","AQS","060010007","1","10.7","ppb","9","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/21/2022","AQS","060010007","1","7.9","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/22/2022","AQS","060010007","1","7.5","ppb","7","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/23/2022","AQS","060010007","1","9.4","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/24/2022","AQS","060010007","1","14.6","ppb","13","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/25/2022","AQS","060010007","1","8.5","ppb","8","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/26/2022","AQS","060010007","1","6.9","ppb","6","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/27/2022","AQS","060010007","1","6.3","ppb","6","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/28/2022","AQS","060010007","1","5.3","ppb","5","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/29/2022","AQS","060010007","1","10.7","ppb","9","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/30/2022","AQS","060010007","1","14.6","ppb","13","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"08/31/2022","AQS","060010007","1","13.5","ppb","12","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"09/01/2022","AQS","060010007","1","20.9","ppb","19","Livermore","19","79.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"09/02/2022","AQS","060010007","1","18","ppb","17","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"09/03/2022","AQS","060010007","1","16.4","ppb","15","Livermore","23","96.0000","42602","Nitrogen dioxide (NO2)","074","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
